Employee ID,First Name,Last Name,Department,Job Title,Hire Date,Performance Rating,Employment Status,Email,Salary EUR,Leave Date,Leave Reason
36294343,Christopher,Cabrera,HR,Recruiter,2011-11-22,Satisfactory,Resigned,burtontamara@harrison.net,4972.8,2013-02-19,Voluntary
17843539,John,Allen,Retail Banking,Branch Manager,2020-05-03,Excellent,On Leave,danielgreene@underwood-humphrey.net,3721.89,,
1017373,Emily,Garcia,Retail Banking,Personal Banker,2021-10-30,Satisfactory,Active,josephware@martin.org,4529.38,,
21505478,Helen,Lee,IT,IT Support,2015-12-26,Satisfactory,On Leave,robert11@campbell.com,3100.63,,
65187623,Elizabeth,Bishop,Compliance,AML Analyst,2015-04-24,Needs Improvement,Active,jeffrey60@jones-henderson.biz,3173.48,,
72742631,Thomas,Owens,Operations,Process Improvement Lead,2025-07-30,Excellent,Resigned,michael83@randall.com,3590.13,2026-08-05,Involuntary
65624821,Robert,Mcgrath,Operations,Operations Manager,2011-02-08,Good,Resigned,atkinsonchristopher@jones-byrd.info,1003.44,2011-03-27,Voluntary
80054511,Anna,Moss,Finance,Accountant,2020-11-24,Excellent,Resigned,watsonnicole@wolf-spencer.com,3992.38,2023-08-25,Involuntary
91352002,Jasmine,Walker,Risk Management,Chief Risk Officer,2021-12-14,Satisfactory,Active,michelle05@gonzalez.net,2822.18,,
12745678,Ray,Hill,HR,HR Manager,2022-12-20,Good,Resigned,zimmermanbrian@tucker.com,4034.97,2027-12-13,Voluntary
70269901,Caitlyn,Joseph,HR,HR Manager,2017-06-09,Needs Improvement,Resigned,aaronwilliams@hurst-robinson.com,1124.79,2020-12-21,Involuntary
22284495,Timothy,Boyle,Retail Banking,Teller,2017-09-18,Needs Improvement,Active,christopherbrooks@martin.com,1321.25,,
2625713,William,Gonzalez,Corporate Banking,Account Manager,2012-03-15,Good,On Leave,jason59@yang.biz,5096.32,,
67628193,William,Park,Compliance,AML Analyst,2012-04-11,Excellent,On Leave,mariecarroll@adams.com,1810.94,,
29172931,Emily,Smith,Compliance,Compliance Officer,2024-08-14,Needs Improvement,On Leave,lparsons@hall.org,2268.04,,
49959086,Jeremy,Gonzalez,Risk Management,Chief Risk Officer,2020-12-06,Needs Improvement,On Leave,silvajared@ross-walsh.com,1339.84,,
57936185,Daniel,Martin,HR,Recruiter,2012-09-16,Good,Active,dtate@fisher.biz,3120.36,,
97833680,Elizabeth,Garcia,Risk Management,Chief Risk Officer,2011-03-10,Good,Active,ortizjoshua@price.com,3027.76,,
25728071,Anthony,Murphy,Finance,Finance Manager,2022-10-12,Satisfactory,Resigned,cjackson@bowman-atkinson.com,1128.27,2023-10-13,Involuntary
75198909,Kathleen,Young,IT,IT Manager,2020-05-01,Good,Active,tyrone68@williams.net,2876.84,,
98658213,Brenda,Powers,Risk Management,Risk Analyst,2025-04-21,Needs Improvement,Resigned,brandonwalker@garza.net,5348.28,2026-08-05,Voluntary
67043453,Christopher,Hansen,Operations,Process Improvement Lead,2015-04-24,Needs Improvement,Resigned,uperez@thompson.com,2390.76,2019-10-19,Involuntary
42518686,Anthony,Avila,Operations,Process Improvement Lead,2024-08-24,Good,On Leave,millerjames@castillo.com,5117.53,,
1524024,Cynthia,Hart,Finance,Accountant,2016-05-31,Good,On Leave,sara69@chavez.org,4640.38,,
24496292,John,Diaz,Investment Banking,Vice President,2021-04-29,Needs Improvement,Active,zlopez@white.info,1581.39,,
83832437,Andrew,Mcgrath,Compliance,Compliance Manager,2021-08-31,Excellent,Active,pedro07@holmes.info,4277.1,,
37614089,Roberto,Davis,HR,HR Assistant,2017-01-18,Excellent,Active,charles69@norton.com,2925.8,,
4619758,Lisa,Clayton,HR,HR Assistant,2012-05-28,Excellent,Active,ylloyd@munoz-farley.com,3628.2,,
1705577,Courtney,Mcneil,IT,IT Manager,2013-07-02,Good,Active,johnsonwilliam@ruiz.com,2638.75,,
83023910,Frances,Johnson,Investment Banking,Associate,2017-02-08,Excellent,Active,taylorjavier@downs.com,3952.01,,
80872849,Diane,Guzman,IT,IT Manager,2022-02-24,Excellent,Active,johnsonmichelle@pearson-miller.org,4034.34,,
87756326,Paul,Wilkinson,Investment Banking,Analyst,2020-08-03,Good,Resigned,njacobs@brown.info,4847.13,2024-07-25,Voluntary
6220495,Andrew,Howard,Compliance,AML Analyst,2019-10-31,Good,Active,hernandezanna@johnson-taylor.com,5453.95,,
95420073,John,Mccarthy,Compliance,Compliance Manager,2020-05-23,Good,Active,thomasmichael@west.com,3272.06,,
3795484,Adrian,Schmidt,Investment Banking,Vice President,2021-05-30,Satisfactory,On Leave,lisagonzalez@perry-boyd.info,1397.05,,
39121509,Blake,Crawford,Finance,Accountant,2023-06-05,Needs Improvement,Resigned,steven65@meyer.com,2616.63,2024-01-06,Voluntary
26049182,Robert,Fisher,IT,IT Manager,2011-12-30,Needs Improvement,On Leave,peterbarnes@davis.com,2141.26,,
29418602,Richard,Lewis,Operations,Operations Analyst,2014-10-24,Excellent,Active,bparks@ramos.com,3679.18,,
4756668,Michele,Fisher,IT,Systems Analyst,2024-09-13,Excellent,On Leave,riosjose@lewis.info,2406.98,,
19884950,Brent,Bowen,Operations,Process Improvement Lead,2021-05-06,Needs Improvement,On Leave,dsheppard@cruz-butler.com,1662.0,,
12267040,Alexander,Gray,HR,Recruiter,2012-10-31,Excellent,On Leave,phillipsalinas@ray.com,2252.35,,
87644159,Leslie,Martinez,Finance,Accountant,2019-04-07,Good,Active,rangelcorey@brown-nelson.info,1647.55,,
87732955,Tammy,Thompson,Operations,Operations Manager,2012-10-22,Needs Improvement,On Leave,sarahsmith@hartman-pratt.org,2997.66,,
79855754,Adrian,Evans,Finance,Financial Analyst,2013-08-30,Needs Improvement,Active,wilsonrichard@golden-bates.com,1701.7,,
97829911,Sonya,Maldonado,Corporate Banking,Credit Analyst,2014-08-05,Excellent,Resigned,kenneth28@jenkins.net,4753.68,2018-01-02,Involuntary
3367797,William,Lowe,Corporate Banking,Account Manager,2024-09-20,Good,On Leave,stewartmary@carlson.com,1691.19,,
72258835,Victoria,Bailey,Retail Banking,Personal Banker,2017-10-30,Excellent,Active,gnavarro@dunn-thompson.info,4033.83,,
51574680,Robert,Cabrera,Finance,Finance Manager,2020-11-14,Excellent,Active,rhooper@cunningham-moody.com,2018.45,,
75032784,Mary,Simpson,Operations,Process Improvement Lead,2025-02-20,Good,Resigned,smithkatherine@jones-hoffman.info,1367.58,2026-05-12,Voluntary
45858048,Christina,Gordon,Operations,Operations Manager,2014-08-30,Satisfactory,Active,mark60@castillo.com,3386.17,,
38161841,Mary,Smith,Investment Banking,Associate,2015-03-08,Excellent,Resigned,ywilliams@daniel-green.com,4059.92,2017-02-16,Involuntary
99167837,Stacy,Sanford,HR,Recruiter,2019-01-30,Satisfactory,On Leave,charles58@walter.org,2432.85,,
49972696,Eric,Gill,Retail Banking,Personal Banker,2024-06-27,Satisfactory,Active,harrisstephanie@whitney.com,3875.17,,
63688924,Matthew,Mcbride,HR,HR Manager,2018-01-27,Excellent,Resigned,garciapatricia@colon-murphy.com,5316.49,2022-03-04,Voluntary
91333544,Ethan,Patel,HR,HR Manager,2021-09-12,Satisfactory,Active,vmayer@howard-rodriguez.org,5125.5,,
44737122,Tracy,Jones,Corporate Banking,Account Manager,2019-10-01,Needs Improvement,Active,gkelly@reilly.net,3642.47,,
64943190,Kara,Powell,Compliance,Compliance Manager,2023-01-02,Satisfactory,On Leave,qclark@freeman.biz,1069.68,,
40841410,Michael,Moore,HR,HR Assistant,2016-03-02,Needs Improvement,On Leave,perryjon@mathews-flores.info,5075.92,,
28299103,Jared,Johnson,Investment Banking,Associate,2018-04-28,Excellent,Active,ballardmary@hernandez-huynh.com,4827.51,,
19600376,Misty,Love,Compliance,Compliance Officer,2020-08-10,Good,Resigned,rodriguezsabrina@dougherty.net,4869.7,2022-05-31,Involuntary
2240671,Crystal,Spencer,Retail Banking,Teller,2014-10-27,Satisfactory,Resigned,starkchristina@landry.biz,5274.59,2017-07-31,Involuntary
72131626,Daniel,Stewart,Finance,Accountant,2018-01-06,Needs Improvement,On Leave,bernardlaura@carey-pittman.biz,2825.47,,
69640636,Gregory,Mcmahon,Compliance,Compliance Officer,2022-11-23,Needs Improvement,Resigned,hfuentes@elliott-martinez.com,1395.41,2027-07-30,Voluntary
67758371,Lisa,Guerrero,Investment Banking,Associate,2020-08-19,Needs Improvement,On Leave,clarkcheryl@jones.com,4491.2,,
71712086,George,Meyer,IT,IT Support,2025-08-01,Good,Active,vargasapril@ingram.com,5303.16,,
17407687,Linda,Lawson,Finance,Financial Analyst,2024-04-02,Good,Active,sandra94@robles-choi.biz,4420.0,,
74334476,Colleen,Adams,Retail Banking,Personal Banker,2017-07-22,Excellent,Resigned,valeriemorales@maddox.com,2554.5,2021-09-30,Voluntary
10224083,Julia,Turner,Risk Management,Risk Manager,2020-11-26,Good,Resigned,arocha@blevins.com,2676.06,2021-11-23,Involuntary
32858860,Kevin,Hamilton,Retail Banking,Branch Manager,2014-09-15,Satisfactory,On Leave,pperez@dalton.com,5232.04,,
33379456,Laura,Thompson,Investment Banking,Associate,2012-08-20,Needs Improvement,On Leave,kimberlybell@kline-morrison.net,1056.22,,
92577602,Zachary,Reyes,Operations,Operations Manager,2020-09-27,Satisfactory,On Leave,reginalee@smith-baker.net,1409.99,,
76316463,Paul,Vargas,HR,HR Manager,2023-07-13,Needs Improvement,Active,ujacobs@pace.org,1071.87,,
33606781,Jade,Roberts,Risk Management,Risk Manager,2025-08-02,Good,Active,rreyes@romero.net,1188.6,,
86342049,Nancy,Santana,Corporate Banking,Account Manager,2018-11-18,Good,Active,amullins@jones.com,4947.8,,
42108511,Russell,White,Corporate Banking,Account Manager,2021-11-22,Excellent,On Leave,hendersonshelby@york.info,5309.14,,
35362395,Alexander,Fowler,Investment Banking,Vice President,2015-03-15,Needs Improvement,Resigned,victoriagomez@griffin-wilson.com,3892.25,2020-03-10,Voluntary
43444649,Dawn,Martin,IT,Systems Analyst,2012-12-04,Excellent,Active,freemanthomas@jones-olson.org,3271.3,,
89178058,Nicole,Glenn,Retail Banking,Personal Banker,2010-10-25,Satisfactory,Active,smithjustin@blackburn.com,5454.5,,
6096526,Bobby,Martinez,Retail Banking,Branch Manager,2020-05-17,Good,On Leave,matthew32@stewart.org,3830.8,,
55589369,Gregory,Chung,Investment Banking,Analyst,2013-10-10,Satisfactory,Active,elliottdavid@perez-perez.info,1241.54,,
12359769,Veronica,Stokes,Finance,Finance Manager,2011-03-06,Needs Improvement,Resigned,laurenjones@jones.com,2094.01,2016-02-19,Involuntary
18417715,Brian,Velasquez,Retail Banking,Teller,2022-12-23,Good,Active,pyoung@burgess-bishop.org,5244.08,,
44575427,Erin,Schmitt,Finance,Finance Manager,2022-04-21,Needs Improvement,Resigned,andre44@davis.biz,4765.73,2026-10-06,Involuntary
5042500,Laurie,Livingston,Retail Banking,Teller,2010-08-16,Satisfactory,On Leave,meltonjacob@ortega-nguyen.com,3104.64,,
4711087,Charles,Harmon,Compliance,Compliance Officer,2025-07-01,Satisfactory,Resigned,qalvarez@bradley-dunn.info,4881.55,2027-11-03,Involuntary
41758878,Jason,Lewis,Corporate Banking,Relationship Manager,2010-10-16,Satisfactory,On Leave,kayla96@watson.com,2400.67,,
74444434,Corey,Baker,Investment Banking,Analyst,2023-08-12,Needs Improvement,Resigned,riverajames@calderon-davis.com,2655.62,2027-06-01,Voluntary
52132452,Kirk,Cervantes,Investment Banking,Vice President,2017-12-09,Good,On Leave,robertmiller@hart.com,5004.44,,
19448626,Colin,Larson,Risk Management,Risk Manager,2013-12-28,Good,Active,michaelolson@beard-lambert.biz,3749.87,,
47896802,Emily,Mitchell,Investment Banking,Analyst,2017-06-18,Needs Improvement,Active,jeremy86@potter.info,2851.62,,
13315306,Joshua,Bradley,Compliance,Compliance Officer,2018-01-30,Excellent,Resigned,kimberly06@hart-stout.com,3681.98,2018-12-06,Voluntary
69215636,Patrick,Fisher,Corporate Banking,Relationship Manager,2015-10-17,Needs Improvement,Resigned,figueroastephanie@cole.com,1829.95,2016-04-27,Voluntary
7693496,Sarah,Marquez,Compliance,AML Analyst,2024-05-22,Good,On Leave,shawnwells@cooper.com,4693.46,,
17200592,Kevin,Olsen,Risk Management,Risk Manager,2017-04-24,Satisfactory,Active,kelly43@johnson.com,2260.49,,
64895376,Stephanie,Brown,Operations,Process Improvement Lead,2014-10-05,Excellent,On Leave,patriciaandrews@howard.com,3429.55,,
10552964,Michael,Fitzgerald,Corporate Banking,Relationship Manager,2016-07-30,Good,On Leave,jmiller@patrick.com,4101.08,,
62772365,Stephanie,Woods,Compliance,Compliance Manager,2023-06-22,Good,Resigned,angela10@bryan-davidson.biz,2011.37,2028-01-22,Voluntary
82597764,David,Curtis,IT,Systems Analyst,2023-03-27,Satisfactory,Resigned,morganariana@padilla.com,4735.51,2026-07-17,Voluntary
73072287,Heather,Forbes,IT,IT Manager,2025-07-04,Good,Resigned,matthew90@watson.com,4191.78,2026-03-26,Voluntary
39010339,Steven,Moore,HR,HR Assistant,2019-11-18,Satisfactory,On Leave,lisaberry@anderson.net,1116.82,,
70161137,Donna,Mcneil,Compliance,Compliance Manager,2014-11-03,Excellent,On Leave,nparsons@zuniga.com,5223.47,,
43333813,Daniel,Silva,HR,Recruiter,2022-06-13,Needs Improvement,On Leave,gbruce@hayes.com,3159.44,,
2232300,Christopher,Richardson,Corporate Banking,Credit Analyst,2018-02-04,Excellent,On Leave,richardwebb@bryan.com,1959.79,,
80022954,Joseph,Harris,Retail Banking,Branch Manager,2011-05-11,Excellent,Active,petersenwilliam@king.com,4373.22,,
94581461,Kristine,Mata,Risk Management,Chief Risk Officer,2012-01-12,Excellent,Active,eosborn@avila.com,1185.68,,
49709094,Juan,Thomas,Finance,Financial Analyst,2018-06-08,Satisfactory,Resigned,figueroamichael@powers.com,3554.11,2023-02-12,Voluntary
25352733,Krista,Lowe,IT,IT Support,2013-02-13,Good,On Leave,taylor85@simon.biz,3890.02,,
83456343,Steven,Carter,Investment Banking,Associate,2019-07-10,Good,Resigned,kelly32@duncan.com,1269.95,2022-02-01,Voluntary
31625531,Kimberly,Matthews,Retail Banking,Branch Manager,2012-11-04,Good,Active,bryantchristine@zimmerman.com,4373.66,,
63696455,David,Chavez,Operations,Process Improvement Lead,2020-08-19,Excellent,On Leave,ichandler@jackson.net,4242.18,,
51700843,Linda,Larson,HR,HR Manager,2014-08-22,Satisfactory,On Leave,natalieestrada@fox.com,4392.99,,
33834030,Sierra,Williams,Finance,Financial Analyst,2012-10-05,Good,Resigned,lutztaylor@hickman.com,2998.87,2017-09-17,Involuntary
60236876,Derek,Thomas,Operations,Operations Manager,2017-12-09,Good,On Leave,harriskenneth@james.org,4334.18,,
24524537,Charles,Miller,Operations,Operations Analyst,2016-12-01,Satisfactory,On Leave,sergiobarker@mccarty.org,2470.84,,
58700013,Jack,Park,Retail Banking,Personal Banker,2015-02-26,Needs Improvement,On Leave,cynthiaolson@rhodes.info,1662.5,,
35674955,Robert,Fisher,Risk Management,Risk Manager,2019-10-31,Satisfactory,On Leave,ydean@cooke-hoover.com,4141.7,,
69007194,Timothy,Bowen,Investment Banking,Vice President,2011-09-25,Good,Resigned,sanfordnicholas@hall-mahoney.com,1537.85,2012-04-14,Involuntary
39983428,Mary,Cook,Investment Banking,Analyst,2015-04-19,Excellent,Resigned,browncarlos@allen.com,2199.76,2016-03-04,Involuntary
18950403,Sarah,Martinez,Operations,Operations Manager,2021-02-07,Needs Improvement,On Leave,zachary52@dyer.com,1365.64,,
11836049,Ronnie,Anderson,Operations,Operations Analyst,2012-09-19,Needs Improvement,Resigned,vazquezkelli@brown.org,2011.86,2017-04-10,Voluntary
30000926,Tracy,Luna,Investment Banking,Vice President,2010-12-24,Satisfactory,On Leave,btaylor@smith.info,1572.39,,
34464328,Anna,Roberson,Retail Banking,Teller,2022-10-14,Satisfactory,Resigned,aguirrejose@franco.biz,3762.23,2023-06-03,Voluntary
28629528,Kimberly,Alvarez,Operations,Operations Analyst,2010-09-15,Excellent,On Leave,jnielsen@wells-lyons.com,4312.6,,
18638240,Donna,Abbott,Risk Management,Risk Manager,2022-06-14,Satisfactory,Active,sramirez@vincent.com,2151.0,,
678582,Christopher,Ward,HR,HR Manager,2017-05-05,Good,On Leave,angela26@mason.net,5024.42,,
34096284,Michael,Lawrence,HR,Recruiter,2014-08-15,Excellent,Resigned,yurhonda@porter-booth.com,5162.71,2016-02-24,Voluntary
69279195,Ricardo,Aguilar,HR,Recruiter,2013-06-03,Good,On Leave,nicholasjimenez@phillips.com,4224.3,,
39060754,Dana,Weaver,Investment Banking,Vice President,2010-10-15,Excellent,Resigned,hugheschad@mayo.net,1475.5,2011-03-07,Voluntary
45511431,Annette,Conway,Investment Banking,Vice President,2017-10-30,Needs Improvement,On Leave,tedwards@moore.com,4973.53,,
79391887,Michael,Jackson,Finance,Finance Manager,2019-05-10,Good,On Leave,xcontreras@coleman-goodman.com,2483.14,,
64419312,Deborah,Dominguez,Risk Management,Risk Analyst,2017-05-17,Good,Resigned,vickiehoffman@salas.net,3394.09,2021-11-06,Voluntary
87789904,James,Campbell,IT,IT Support,2020-06-21,Good,On Leave,cgibbs@carpenter.org,2534.22,,
71260884,Stephanie,Mccormick,Risk Management,Chief Risk Officer,2016-07-12,Satisfactory,On Leave,ewalters@david.org,2800.7,,
64882109,Julia,Fuller,Retail Banking,Teller,2013-01-19,Good,Resigned,bvillanueva@morales-martinez.com,5063.56,2015-10-11,Involuntary
18141214,Elizabeth,Brandt,Finance,Finance Manager,2017-09-01,Excellent,On Leave,garzaphilip@ramos.com,4284.03,,
87951998,Aaron,Perez,Compliance,Compliance Officer,2018-06-23,Satisfactory,Active,shawnpace@jones.com,3991.16,,
84616814,Norma,Hughes,IT,Systems Analyst,2017-12-05,Satisfactory,Resigned,halediana@barnes-mccarty.info,4770.47,2022-01-26,Voluntary
89848074,Ashley,Dixon,HR,HR Assistant,2014-03-17,Satisfactory,On Leave,parkerlaura@gonzalez.com,1894.12,,
34254042,Jason,Hale,Risk Management,Chief Risk Officer,2017-11-24,Good,On Leave,ogoodwin@obrien-valenzuela.com,1007.82,,
9874961,Cheryl,Beasley,Retail Banking,Teller,2013-02-05,Needs Improvement,Active,delacruzpedro@frazier.org,4016.53,,
70301380,Kelsey,Carter,Compliance,Compliance Manager,2019-07-08,Needs Improvement,Active,williamwilliams@newman-hall.com,1417.41,,
9037618,Amy,Mayer,Operations,Operations Manager,2021-05-15,Satisfactory,Resigned,shelleymartinez@dunn-sutton.org,2803.59,2023-10-30,Involuntary
49629309,Joshua,Torres,Risk Management,Chief Risk Officer,2023-11-06,Satisfactory,On Leave,williamsangela@johnson-mills.com,2621.93,,
35757023,Joseph,Cordova,IT,Systems Analyst,2016-10-25,Excellent,On Leave,bmejia@gomez-johnson.org,2746.65,,
78510173,Bryan,Lopez,IT,IT Support,2014-10-23,Needs Improvement,Resigned,fhardy@stewart-riley.com,2557.64,2018-11-24,Voluntary
27716526,Denise,Medina,Corporate Banking,Account Manager,2021-02-02,Needs Improvement,On Leave,ramosallison@jackson.org,3942.82,,
34659199,Samantha,Jones,HR,HR Manager,2018-10-12,Needs Improvement,On Leave,patrick95@reyes.net,3553.97,,
90431883,Aaron,Page,Investment Banking,Analyst,2016-03-08,Good,Resigned,denisesmith@hernandez-patterson.com,5214.3,2020-12-15,Involuntary
86656825,Lauren,Barnes,Finance,Financial Analyst,2022-06-06,Excellent,Resigned,brian17@jones-mcmillan.biz,4782.34,2027-02-13,Involuntary
33201535,Christina,Gregory,Finance,Financial Analyst,2018-10-16,Satisfactory,On Leave,fhamilton@swanson.org,5315.6,,
47284609,Heather,Sanders,Investment Banking,Analyst,2013-11-26,Satisfactory,On Leave,xnorton@hale.org,2567.94,,
68422523,Brittney,Davis,Risk Management,Risk Analyst,2022-12-21,Excellent,Active,jtaylor@duncan.com,1638.62,,
30992818,Robert,Johnson,HR,HR Manager,2025-06-03,Needs Improvement,Resigned,andrew85@owens.net,3645.26,2030-01-02,Involuntary
72424698,David,Schwartz,Retail Banking,Teller,2016-11-25,Satisfactory,Resigned,tamaranichols@armstrong.com,4839.56,2018-09-28,Voluntary
97895558,Stephen,Morgan,IT,IT Support,2011-06-11,Satisfactory,Resigned,floresfrank@sparks.com,2446.63,2014-10-25,Involuntary
34196090,Ross,Poole,Operations,Operations Analyst,2019-06-14,Satisfactory,On Leave,rmartin@kirby.info,1832.06,,
78654068,Deanna,Sanders,HR,HR Manager,2011-02-10,Needs Improvement,Active,scottsanders@herrera.info,2396.32,,
95111872,John,Ford,Risk Management,Chief Risk Officer,2011-08-28,Needs Improvement,Resigned,cjefferson@chen.biz,2206.29,2016-05-04,Voluntary
99849566,Dakota,Butler,Retail Banking,Branch Manager,2011-12-21,Needs Improvement,Active,vbennett@rodriguez.com,1778.1,,
59629795,Christine,George,Retail Banking,Branch Manager,2019-01-03,Excellent,Resigned,stephen50@murray.com,3095.28,2019-07-27,Involuntary
44906450,Patricia,Faulkner,Compliance,Compliance Officer,2023-11-19,Good,Resigned,margaret91@ball.com,2672.91,2025-01-13,Voluntary
34033067,Rachael,Silva,Operations,Operations Manager,2024-12-03,Good,Resigned,melissa09@sparks.org,1630.14,2026-05-15,Involuntary
85177505,Paul,Ortiz,Investment Banking,Analyst,2020-02-24,Needs Improvement,Active,noah84@vargas.info,2350.5,,
95764535,Sean,Daniels,Compliance,AML Analyst,2025-07-01,Satisfactory,On Leave,ywood@robinson-tucker.com,4635.59,,
28009887,Joseph,Oconnor,Compliance,AML Analyst,2021-09-30,Satisfactory,Active,valdezdavid@lopez-hammond.com,2341.55,,
24748148,Jasmine,Wang,Risk Management,Risk Analyst,2020-09-16,Excellent,Active,ashley29@goodman.com,1768.88,,
67303335,Richard,Parsons,HR,HR Manager,2023-07-29,Needs Improvement,Resigned,daviskristine@hernandez-brown.com,3252.77,2025-07-14,Involuntary
82058173,Molly,Wood,Compliance,Compliance Officer,2024-01-08,Satisfactory,Resigned,amarsh@rosales.com,2713.47,2028-09-25,Involuntary
95574431,Jacob,Jackson,Risk Management,Risk Analyst,2013-01-25,Good,Resigned,thomasdenise@taylor.com,4669.37,2017-09-22,Voluntary
14041310,Robert,Lara,Operations,Operations Analyst,2010-10-24,Good,Resigned,fwells@castro.biz,1874.74,2014-12-25,Involuntary
25761900,Diana,Clark,Retail Banking,Teller,2020-02-03,Needs Improvement,Active,allison10@bolton-cisneros.com,1419.04,,
96178577,Sarah,Edwards,Investment Banking,Vice President,2025-08-09,Needs Improvement,On Leave,agordon@dodson-gonzalez.org,3449.84,,
22938046,Kevin,Moore,Compliance,Compliance Manager,2021-12-03,Satisfactory,Resigned,toddfernandez@cole.com,3677.26,2023-07-31,Involuntary
1313697,Andrew,Sparks,Risk Management,Risk Analyst,2011-06-12,Good,On Leave,pnunez@anderson.org,5453.66,,
77325983,Michael,Norris,HR,HR Assistant,2018-07-07,Needs Improvement,Active,pcastro@swanson.net,2666.35,,
47498389,Elizabeth,Perry,IT,IT Manager,2014-01-03,Excellent,Active,mccoyjames@mckee.com,1460.86,,
54683099,Michelle,Reid,IT,Systems Analyst,2023-12-11,Good,Active,sphillips@palmer.info,3871.7,,
34950418,Joshua,Valenzuela,Risk Management,Chief Risk Officer,2020-01-11,Needs Improvement,Resigned,petersonmelissa@francis.com,1149.63,2021-10-11,Voluntary
62358200,Justin,Campbell,HR,HR Manager,2015-01-21,Needs Improvement,On Leave,ahuff@cannon-williams.com,5152.58,,
19918068,Travis,Garcia,IT,IT Manager,2021-05-11,Needs Improvement,On Leave,maryedwards@camacho-west.com,4241.86,,
14885655,Monica,Wiggins,IT,Systems Analyst,2021-09-03,Excellent,Active,april31@clark.com,3957.24,,
4170280,Mark,Stanley,Finance,Financial Analyst,2015-04-28,Needs Improvement,Resigned,jacobhill@campbell.info,2435.6,2019-06-22,Voluntary
99152321,Amanda,Myers,Operations,Process Improvement Lead,2010-11-25,Excellent,Active,fjones@fisher.com,5427.25,,
23501706,Michael,Roberson,Risk Management,Risk Manager,2013-01-22,Excellent,Active,lcampbell@mcmillan.biz,3611.07,,
3792599,Maria,Lawrence,Finance,Accountant,2013-05-08,Needs Improvement,Resigned,mark42@hampton-phelps.com,5458.22,2017-03-13,Involuntary
55261074,Sandra,Rivera,Risk Management,Risk Analyst,2017-11-30,Satisfactory,Active,hwalker@hicks-li.com,4547.56,,
5234936,Suzanne,Anderson,HR,Recruiter,2023-10-14,Excellent,Active,jacqueline06@odom.com,4278.56,,
92182530,Paul,Hayes,Finance,Accountant,2011-08-27,Needs Improvement,Resigned,reyessharon@hill.org,4514.77,2013-11-23,Voluntary
41016053,Wesley,Williams,Corporate Banking,Relationship Manager,2019-03-10,Satisfactory,Resigned,brooketownsend@waters-ramos.com,1283.52,2020-10-03,Involuntary
21152726,Jose,Riley,Risk Management,Risk Manager,2013-06-02,Satisfactory,Resigned,garciamichael@foley.com,4651.33,2017-03-15,Voluntary
74977659,Rebecca,Evans,Investment Banking,Analyst,2025-02-20,Needs Improvement,Resigned,abigailpatel@hardy-joseph.com,1541.07,2025-08-12,Voluntary
